accession,species,description,source_type,plasmid_name,replicon_types,mge_elements,country,percent_identity,query_coverage,alignment_length,mismatches,gaps,evalue,bit_score,hit_length,subject_start,subject_end
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145209,111110,110354
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145209,132947,133703
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145209,139839,140595
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145209,140595,139839
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,145209,14039,14795
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,145209,14795,14039
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,145209,11215,11692
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,100.0,1.73,175,0,0,2.61611e-82,324.284,145209,10057,10231
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,100.0,1.73,175,0,0,2.61611e-82,324.284,145209,10231,10057
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,145209,11686,11847
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,145209,81625,81494
MT810356,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 246421 plasmid p246421-KPC, complete sequence",Plasmid,p246421-KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,145209,81705,81574
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,79.69,8040,0,0,0.0,14848.2,98973,18890,26929
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,98973,27750,26993
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,98973,49248,48488
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,98973,50359,51119
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,98973,74211,74971
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,19646,18890
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,26993,27749
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,33885,34641
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,34641,33885
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,43648,44404
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,44404,43648
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,48492,49248
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,51115,50359
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,99.87,7.54,761,1,1,0.0,1399.03,98973,52374,51615
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,51618,52374
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,74967,74211
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,99.87,7.53,761,1,1,0.0,1399.03,98973,88524,89284
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,98973,89284,88528
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,100.0,4.99,503,0,0,0.0,929.985,98973,51618,51116
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,98973,25211,25345
MT810362,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 106 plasmid pBJY106-KPC, complete sequence",Plasmid,pBJY106-KPC,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,98973,25291,25425
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,79.54,8025,0,0,0.0,14820.5,70607,60494,52470
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.52,759,0,0,0.0,1402.73,70607,51713,52471
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,70607,38619,37862
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,70607,37862,38618
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,70607,52469,51713
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,70607,59738,60494
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,70607,61605,62361
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,70607,62361,61605
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,70607,54087,53956
CP170978,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2014C06-104 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,70607,54167,54036
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,79.54,8025,0,0,0.0,14820.5,71813,41732,33708
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.52,759,0,0,0.0,1402.73,71813,32951,33709
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,71813,19857,19100
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,71813,19100,19856
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,71813,33707,32951
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,71813,40976,41732
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,71813,51908,52664
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,71813,52664,51908
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,99.87,7.5,757,1,0,0.0,1393.49,71813,42843,43599
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,99.87,7.5,757,1,0,0.0,1393.49,71813,43599,42843
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,71813,35325,35194
CP129754,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2020C01-025 plasmid p2020C01-025-71k, complete sequence",Plasmid,p2020C01-025-71k,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,71813,35405,35274
CP064261,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-3, complete sequence",Plasmid,pJX10-3,Not specified,Not specified,Not specified,100.0,79.22,7993,0,0,0.0,14761.4,77551,1,7993
CP064261,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-3, complete sequence",Plasmid,pJX10-3,Not specified,Not specified,Not specified,100.0,13.28,1340,0,0,0.0,2475.63,77551,76212,77551
CP064261,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-3, complete sequence",Plasmid,pJX10-3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,77551,76968,76212
CP064261,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-3, complete sequence",Plasmid,pJX10-3,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,77551,4982,5116
CP064261,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-3, complete sequence",Plasmid,pJX10-3,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,77551,5062,5196
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,100.0,79.22,7993,0,0,0.0,14761.4,394328,1,7993
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,100.0,20.14,2032,0,0,0.0,3753.51,394328,122558,124589
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,100.0,13.28,1340,0,0,0.0,2475.63,394328,392989,394328
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,99.74,7.58,765,2,1,0.0,1400.88,394328,351116,350353
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,394328,350353,351109
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,394328,393745,392989
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,394328,4982,5116
CP064259,Klebsiella pneumoniae,"Klebsiella pneumoniae strain JX-CR-hvKP-10 plasmid pJX10-1, complete sequence",Plasmid,pJX10-1,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,394328,5062,5196
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,79.21,7992,0,0,0.0,14759.5,131777,18298,26289
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,131777,26352,27112
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,131777,86911,86154
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,19054,18298
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,27108,26352
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,27660,28416
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,28416,27660
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,29527,30283
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,30283,29527
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,39290,40046
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,40046,39290
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,45675,46431
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,46431,45675
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,99.87,7.53,760,1,0,0.0,1399.03,131777,60698,59939
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,59942,60698
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,86155,86911
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,99.87,7.53,761,1,1,0.0,1399.03,131777,127481,128241
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,131777,128241,127485
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,131777,55378,56134
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,131777,56134,55378
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,100.0,5.46,551,0,0,0.0,1018.62,131777,27659,27109
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,131777,58958,58481
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,98.79,1.64,165,2,0,2.05119e-73,294.738,131777,58487,58323
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,131777,24619,24753
CP097695,Klebsiella pneumoniae,"Klebsiella pneumoniae strain IR12182_1 plasmid unnamed1, complete sequence",Plasmid,unnamed1,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,131777,24699,24833
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,99.97,79.16,7987,2,1,0.0,14737.4,175276,174926,166940
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,20.98,2117,0,0,0.0,3910.48,175276,16942,14826
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.52,759,0,0,0.0,1402.73,175276,68090,68848
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,175276,64,821
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,175276,17763,17006
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,175276,30664,29907
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,175276,39139,39896
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,175276,116122,115365
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,175276,124538,123781
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,820,64
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,14826,15582
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,17006,17762
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,18531,19287
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,19287,18531
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,20144,20900
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,20900,20144
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,29907,30663
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,39896,39140
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,46489,47245
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,47245,46489
MN480461,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP15-2-53 plasmid pKP15-2-53-tet(A), complete sequence",Plasmid,pKP15-2-53-tet(A),Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,175276,68848,68092
