Sample,Gene,Product,Contig,Contig_Size,Location,Start,Stop,Strand,Type,DB_Xrefs
MDRKP122,,Phosphoenolpyruvate-dependent phosphotransferase system,contig_1,5460133,Chromosome,967696,969942,+,cds,SO:0001217;UniRef:UniRef50_P37177
MDRKP122,,Amino-acid acetyltransferase,contig_1,5460133,Chromosome,986245,987576,-,cds,SO:0001217;UniRef:UniRef50_P59293
MDRKP122,,Cobalt-precorrin-5B C(1)-methyltransferase,contig_1,5460133,Chromosome,1012898,1014037,+,cds,SO:0001217;UniRef:UniRef50_Q8Z5M8
MDRKP122,,Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating),contig_1,5460133,Chromosome,1014626,1015195,+,cds,SO:0001217;UniRef:UniRef50_Q05632
MDRKP122,,Cobalt-precorrin-4 C(11)-methyltransferase,contig_1,5460133,Chromosome,1015188,1015961,+,cds,SO:0001217;UniRef:UniRef50_P0A2H0
MDRKP122,,putative cobalt-factor III C(17)-methyltransferase,contig_1,5460133,Chromosome,1016997,1017722,+,cds,SO:0001217;UniRef:UniRef50_Q05590
MDRKP122,,Cobalt-precorrin-2 C(20)-methyltransferase,contig_1,5460133,Chromosome,1019306,1020016,+,cds,SO:0001217;UniRef:UniRef50_A0A379T931
MDRKP122,,Ribosomal RNA large subunit methyltransferase M,contig_1,5460133,Chromosome,1032079,1033179,+,cds,SO:0001217;UniRef:UniRef50_P45100
MDRKP122,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,contig_1,5460133,Chromosome,1072384,1073688,+,cds,SO:0001217;UniRef:UniRef50_Q8ZME1
MDRKP122,,Protein-L-isoaspartate O-methyltransferase,contig_1,5460133,Chromosome,1097192,1097818,+,cds,SO:0001217;UniRef:UniRef50_Q83JY3
MDRKP122,hmuU,Hemin transport system permease protein HmuU,contig_1,5460133,Chromosome,1111481,1112476,-,cds,SO:0001217;UniRef:UniRef50_Q56992
MDRKP122,hmuS,Hemin transport protein HmuS,contig_1,5460133,Chromosome,1113291,1114322,-,cds,SO:0001217;UniRef:UniRef50_A0A378BEN3
MDRKP122,sitC,iron/manganese ABC transporter permease subunit SitC,contig_1,5460133,Chromosome,1122388,1123236,-,cds,BlastRules:WP_001101723;BlastRules:WP_001104336;SO:0001217;UniRef:UniRef50_P44661
MDRKP122,sitB,"Manganese ABC transporter, ATP-binding protein SitB",contig_1,5460133,Chromosome,1123233,1124054,-,cds,SO:0001217;UniRef:UniRef50_W9BI28
MDRKP122,,Nickel/cobalt efflux system,contig_1,5460133,Chromosome,1157373,1158386,+,cds,SO:0001217;UniRef:UniRef50_A0A377Z784
MDRKP122,farB,Fatty acid resistance protein FarB,contig_1,5460133,Chromosome,1185577,1187115,-,cds,SO:0001217;UniRef:UniRef50_Q9RQ29
MDRKP122,emrA,Multidrug export protein EmrA,contig_1,5460133,Chromosome,1187131,1188303,-,cds,SO:0001217;UniRef:UniRef50_P27303
MDRKP122,,Negative regulator of multidrug resistance,contig_1,5460133,Chromosome,1188429,1188959,-,cds,SO:0001217;UniRef:UniRef50_Q6D1D7
MDRKP122,oqxB,multidrug efflux RND transporter permease subunit OqxB,contig_1,5460133,Chromosome,1233229,1236381,-,cds,NCBIProtein:WP_000347934.1;SO:0001217;UniRef:UniRef50_A0A919I0E3
MDRKP122,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,contig_1,5460133,Chromosome,1236405,1237580,-,cds,NCBIProtein:WP_002914189.1;SO:0001217;UniRef:UniRef50_A0A1Y0EL35
MDRKP122,,Site-specific DNA-methyltransferase (adenine-specific),contig_1,5460133,Chromosome,1242575,1243426,+,cds,SO:0001217;UniRef:UniRef50_A0A3A4CDM2
MDRKP122,,tRNA (guanine-N(1)-)-methyltransferase,contig_1,5460133,Chromosome,1286353,1287120,+,cds,SO:0001217;UniRef:UniRef50_A0A377K3U1
MDRKP122,pat,protein lysine acetyltransferase,contig_1,5460133,Chromosome,1311628,1314279,-,cds,BlastRules:WP_000082639;SO:0001217;UniRef:UniRef50_P76594
MDRKP122,yfiF,Uncharacterized tRNA/rRNA methyltransferase YfiF,contig_1,5460133,Chromosome,1315711,1316796,+,cds,SO:0001217;UniRef:UniRef50_P0AGJ6
MDRKP122,,tRNA1(Val) (adenine(37)-N6)-methyltransferase,contig_1,5460133,Chromosome,1319749,1320486,+,cds,SO:0001217;UniRef:UniRef50_C5BAI6
MDRKP122,,DNA methyltransferase,contig_1,5460133,Chromosome,1345592,1346236,+,cds,SO:0001217;UniRef:UniRef50_A0A4P7KUX9
MDRKP122,,Serine hydroxymethyltransferase,contig_1,5460133,Chromosome,1389889,1391142,+,cds,SO:0001217;UniRef:UniRef50_P43844
MDRKP122,,Nickel/cobalt efflux system,contig_1,5460133,Chromosome,1401864,1402844,+,cds,SO:0001217;UniRef:UniRef50_A0A379SPD6
MDRKP122,trmJ,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,contig_1,5460133,Chromosome,1404751,1405485,+,cds,SO:0001217;UniRef:UniRef50_Q65RS5
MDRKP122,rlmN,Dual-specificity RNA methyltransferase RlmN,contig_1,5460133,Chromosome,1424138,1425304,+,cds,SO:0001217;UniRef:UniRef50_Q15R53
MDRKP122,,N-acetyltransferase,contig_1,5460133,Chromosome,1465205,1465675,+,cds,SO:0001217;UniRef:UniRef50_A0A2X3I0Y6
MDRKP122,,Efflux pump membrane transporter,contig_1,5460133,Chromosome,1515765,1518878,-,cds,SO:0001217;UniRef:UniRef50_A0A346ACE5
MDRKP122,eutD,Phosphate acetyltransferase EutD,contig_1,5460133,Chromosome,1531035,1532051,+,cds,SO:0001217;UniRef:UniRef50_P41790
MDRKP122,,Acetyltransferase YE1169,contig_1,5460133,Chromosome,1545653,1546078,+,cds,SO:0001217;UniRef:UniRef50_A1JL38
MDRKP122,,Phosphoenolpyruvate-protein phosphotransferase,contig_1,5460133,Chromosome,1557232,1558959,-,cds,SO:0001217;UniRef:UniRef50_P08839
MDRKP122,yfeC,Uncharacterized protein YfeC,contig_1,5460133,Chromosome,1569767,1570120,-,cds,SO:0001217;UniRef:UniRef50_P0AD38
MDRKP122,,Ribosomal protein uL3 glutamine methyltransferase,contig_1,5460133,Chromosome,1600090,1601022,+,cds,SO:0001217;UniRef:UniRef50_Q0WDE1
MDRKP122,,N-acetyltransferase,contig_1,5460133,Chromosome,1624799,1625326,-,cds,SO:0001217;UniRef:UniRef50_A0A0M7G5J8
MDRKP122,,Phosphate acetyltransferase,contig_1,5460133,Chromosome,1629646,1631793,-,cds,SO:0001217;UniRef:UniRef50_P0A9M8
MDRKP122,,N-acetyltransferase domain-containing protein,contig_1,5460133,Chromosome,1657602,1658063,+,cds,SO:0001217;UniRef:UniRef50_U3TTD0
MDRKP122,,Ubiquinone biosynthesis O-methyltransferase,contig_1,5460133,Chromosome,1684593,1685321,-,cds,SO:0001217;UniRef:UniRef50_Q5E5J8
MDRKP122,rcsD,Phosphotransferase RcsD,contig_1,5460133,Chromosome,1691785,1694442,-,cds,SO:0001217;UniRef:UniRef50_P39838
MDRKP122,,Ada family regulatory protein/methylated-DNA--protein-cysteine methyltransferase,contig_1,5460133,Chromosome,1697568,1698632,+,cds,SO:0001217;UniRef:UniRef50_A0A198GED3
MDRKP122,,Bcr/CflA family efflux transporter,contig_1,5460133,Chromosome,1717942,1719138,+,cds,SO:0001217;UniRef:UniRef50_A0A242PFK3
MDRKP122,,Sugar efflux transporter B,contig_1,5460133,Chromosome,1735496,1736677,-,cds,SO:0001217;UniRef:UniRef50_P33026
MDRKP122,mdtQ,Multidrug resistance outer membrane protein MdtQ,contig_1,5460133,Chromosome,1768617,1770056,+,cds,SO:0001217;UniRef:UniRef50_A0A0H3MFK3
MDRKP122,,N-acetyltransferase GCN5,contig_1,5460133,Chromosome,1772763,1773317,-,cds,SO:0001217;UniRef:UniRef50_A0A7H4MNX6
MDRKP122,adeQ,Adenine permease AdeQ,contig_1,5460133,Chromosome,1789991,1791334,-,cds,SO:0001217;UniRef:UniRef50_A0A5E4SUR5
MDRKP122,mdtD,Putative multidrug resistance protein MdtD,contig_1,5460133,Chromosome,1820827,1822242,-,cds,SO:0001217;UniRef:UniRef50_Q0T353
MDRKP122,,Multidrug efflux pump,contig_1,5460133,Chromosome,1822244,1825321,-,cds,SO:0001217;UniRef:UniRef50_A0A4Q7S975
MDRKP122,mdtB,Multidrug transporter MdtB,contig_1,5460133,Chromosome,1825322,1828444,-,cds,SO:0001217;UniRef:UniRef50_A0A377ZDB6
MDRKP122,mdtA,Multidrug resistance protein MdtA,contig_1,5460133,Chromosome,1828444,1829682,-,cds,SO:0001217;UniRef:UniRef50_D3V7P2
MDRKP122,,Acid-resistance membrane protein,contig_1,5460133,Chromosome,1918804,1919379,+,cds,SO:0001217;UniRef:UniRef50_A0A8B4TY10
MDRKP122,,Phosphotransferase,contig_1,5460133,Chromosome,1921584,1922687,-,cds,SO:0001217;UniRef:UniRef50_A0A7H4PQ97
MDRKP122,,Threonine efflux protein,contig_1,5460133,Chromosome,1931282,1931776,-,cds,SO:0001217;UniRef:UniRef50_K2M3W0
MDRKP122,fyuA,yersiniabactin receptor FyuA,contig_1,5460133,Chromosome,1952022,1954043,-,cds,SO:0001217;UniRef:UniRef50_P46359;VFDB:VFC0272;VFDB:VFG044333
MDRKP122,ybtE,yersiniabactin biosynthesis salycil-AMP ligase YbtE,contig_1,5460133,Chromosome,1954174,1955751,-,cds,BlastRules:WP_001088826;BlastRules:WP_011168856;EC:2.7.7.-;SO:0001217;UniRef:UniRef50_A0A250BLZ8
MDRKP122,ybtT,yersiniabactin biosynthesis thioesterase YbtT,contig_1,5460133,Chromosome,1955755,1956558,-,cds,BlastRules:WP_002212799;SO:0001217;UniRef:UniRef50_A0A086VCI3
MDRKP122,ybtU,yersiniabactin biosynthetic protein YbtU,contig_1,5460133,Chromosome,1956555,1957655,-,cds,SO:0001217;UniRef:UniRef50_W9BA38;VFDB:VFC0272;VFDB:VFG000361
MDRKP122,irp1,yersiniabactin biosynthetic protein Irp1,contig_1,5460133,Chromosome,1957652,1967143,-,cds,SO:0001217;UniRef:UniRef50_G7LK38;VFDB:VFC0272;VFDB:VFG000362
MDRKP122,irp2,yersiniabactin non-ribosomal peptide synthetase HMWP2,contig_1,5460133,Chromosome,1967231,1973338,-,cds,BlastRules:WP_011171836;SO:0001217;UniRef:UniRef50_P48633
MDRKP122,ybtA,yersiniabactin transcriptional regulator YbtA,contig_1,5460133,Chromosome,1973529,1974488,-,cds,BlastRules:WP_000140406;SO:0001217;UniRef:UniRef50_C4N4L3
MDRKP122,ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,contig_1,5460133,Chromosome,1974745,1976457,+,cds,BlastRules:WP_000098391;NCBIProtein:CAA21388.1;SO:0001217;UniRef:UniRef50_A0A377ZFN4
MDRKP122,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,contig_1,5460133,Chromosome,1976444,1978246,+,cds,BlastRules:WP_002212761;NCBIProtein:AAC69584.1;SO:0001217;UniRef:UniRef50_A0A2D0AQJ5
MDRKP122,ybtX,putative signal transducer,contig_1,5460133,Chromosome,1978239,1979519,+,cds,SO:0001217;UniRef:UniRef50_A0A061K3C3;VFDB:VFC0272;VFDB:VFG000367
MDRKP122,ybtS,salicylate synthase Irp9,contig_1,5460133,Chromosome,1979547,1980851,+,cds,SO:0001217;UniRef:UniRef50_Q9X9I8;VFDB:VFC0272;VFDB:VFG000368
MDRKP122,,EmmdR/YeeO family multidrug/toxin efflux MATE transporter,contig_1,5460133,Chromosome,1982737,1984173,+,cds,SO:0001217;UniRef:UniRef50_W9BA82
MDRKP122,,Cytosine-specific methyltransferase,contig_1,5460133,Chromosome,2002331,2003731,+,cds,SO:0001217;UniRef:UniRef50_A0A014NA45
MDRKP122,,tRNA U34 carboxymethyltransferase,contig_1,5460133,Chromosome,2043837,2044841,-,cds,SO:0001217;UniRef:UniRef50_B8F571
MDRKP122,terB,Tellurite resistance TerB family protein,contig_1,5460133,Chromosome,2066926,2067585,+,cds,SO:0001217;UniRef:UniRef50_A0A1W5DIQ8
MDRKP122,,Copper resistance protein C,contig_1,5460133,Chromosome,2070851,2071225,+,cds,SO:0001217;UniRef:UniRef50_A0A1S2BRJ2
MDRKP122,,Copper resistance protein D,contig_1,5460133,Chromosome,2071229,2072098,+,cds,SO:0001217;UniRef:UniRef50_A0A0S3FH51
MDRKP122,,Ribosomal RNA small subunit methyltransferase F,contig_1,5460133,Chromosome,2075756,2077144,-,cds,SO:0001217;UniRef:UniRef50_A6TB06
MDRKP122,,23S rRNA (guanine(745)-N(1))-methyltransferase,contig_1,5460133,Chromosome,2092115,2092909,+,cds,SO:0001217;UniRef:UniRef50_P36999
MDRKP122,mntP,Putative manganese efflux pump MntP,contig_1,5460133,Chromosome,2092913,2093479,-,cds,SO:0001217;UniRef:UniRef50_A4WBH9
MDRKP122,,Formate acetyltransferase,contig_1,5460133,Chromosome,2142751,2145045,+,cds,SO:0001217;UniRef:UniRef50_B6ZN53
MDRKP122,,"Acetyltransferase, GNAT family",contig_1,5460133,Chromosome,2153375,2153851,-,cds,SO:0001217;UniRef:UniRef50_B6XHV0
MDRKP122,,Phage N-6-adenine-methyltransferase,contig_1,5460133,Chromosome,2160445,2160972,-,cds,SO:0001217;UniRef:UniRef50_H8NRU8
MDRKP122,impA,Type VI secretion system ImpA family N-terminal domain-containing protein,contig_1,5460133,Chromosome,2216628,2218043,+,cds,SO:0001217;UniRef:UniRef50_W9BPL4
MDRKP122,,Release factor glutamine methyltransferase,contig_1,5460133,Chromosome,2230239,2231087,+,cds,SO:0001217;UniRef:UniRef50_P0ACC1
MDRKP122,narX,Nitrate/nitrite sensor protein NarX,contig_1,5460133,Chromosome,2250041,2251819,-,cds,SO:0001217;UniRef:UniRef50_P0AFA3
MDRKP122,narU,Nitrate/nitrite transporter NarU,contig_1,5460133,Chromosome,2252131,2253519,+,cds,SO:0001217;UniRef:UniRef50_P37593
MDRKP122,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,contig_1,5460133,Chromosome,2259197,2259907,+,cds,SO:0001217;UniRef:UniRef50_P0AF27
MDRKP122,hemP,Hemin uptake protein HemP,contig_1,5460133,Chromosome,2307432,2307659,-,cds,SO:0001217;UniRef:UniRef50_A0A8E1V4R2
MDRKP122,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,contig_1,5460133,Chromosome,2320141,2321172,+,cds,SO:0001217;UniRef:UniRef50_A0A077GU37
MDRKP122,,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,contig_1,5460133,Chromosome,2328242,2329351,+,cds,SO:0001217;UniRef:UniRef50_A0A7U9HQD4
MDRKP122,,RND transporter hydrophobe/amphiphile efflux-1 (HAE1) family,contig_1,5460133,Chromosome,2329348,2332440,+,cds,SO:0001217;UniRef:UniRef50_W9BH28
MDRKP122,tetR,"Transcriptional regulator, TetR family",contig_1,5460133,Chromosome,2333935,2334567,-,cds,SO:0001217;UniRef:UniRef50_D4DWJ8
MDRKP122,,Glyoxalase/bleomycin resistance protein/dioxygenase,contig_1,5460133,Chromosome,2383443,2383835,-,cds,SO:0001217;UniRef:UniRef50_A0A078LUN9
MDRKP122,kexD,multidrug efflux RND transporter permease subunit KexD,contig_1,5460133,Chromosome,2414763,2417879,+,cds,BlastRules:WP_015958559;SO:0001217;UniRef:UniRef50_W9BHF5
MDRKP122,,Ribosomal-protein-serine acetyltransferase,contig_1,5460133,Chromosome,2417955,2418491,+,cds,SO:0001217;UniRef:UniRef50_A0A514ERA0
MDRKP122,,Acetyl-CoA acetyltransferase,contig_1,5460133,Chromosome,2427084,2427485,-,cds,SO:0001217;UniRef:UniRef50_A0A2H6AH66
MDRKP122,,Acetyl-CoA acetyltransferase,contig_1,5460133,Chromosome,2427516,2428265,-,cds,SO:0001217;UniRef:UniRef50_A0A378F701
MDRKP122,,Beta-lactamase-like,contig_1,5460133,Chromosome,2466824,2467660,-,cds,SO:0001217;UniRef:UniRef50_A0A2X1G5E6
MDRKP122,asr,acid resistance repetitive basic protein Asr,contig_1,5460133,Chromosome,2471832,2472239,-,cds,NCBIFam:NF033636.1;SO:0001217;UniRef:UniRef50_A0A919LQU9
MDRKP122,mdtK,MdtK family multidrug efflux MATE transporter,contig_1,5460133,Chromosome,2472415,2473788,-,cds,BlastRules:WP_001175077;SO:0001217;UniRef:UniRef50_Q7WTR3
MDRKP122,nemR,HTH-type transcriptional repressor NemR,contig_1,5460133,Chromosome,2486683,2487282,-,cds,SO:0001217;UniRef:UniRef50_P67431
MDRKP122,,Fusaric acid resistance domain protein,contig_1,5460133,Chromosome,2489193,2491217,-,cds,SO:0001217;UniRef:UniRef50_A0A0H3GQS0
MDRKP122,,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,contig_1,5460133,Chromosome,2491217,2492113,-,cds,SO:0001217;UniRef:UniRef50_A8AH25
MDRKP122,,Ribosomal-protein-serine acetyltransferase,contig_1,5460133,Chromosome,2530821,2531399,+,cds,SO:0001217;UniRef:UniRef50_P13857
MDRKP122,ydcK,Uncharacterized acetyltransferase YdcK,contig_1,5460133,Chromosome,2531385,2532365,-,cds,SO:0001217;UniRef:UniRef50_P76100
MDRKP122,tehA,Tellurite resistance protein TehA,contig_1,5460133,Chromosome,2532477,2533481,+,cds,SO:0001217;UniRef:UniRef50_P25396
MDRKP122,tehB,Tellurite resistance methyltransferase TehB,contig_1,5460133,Chromosome,2533478,2534074,+,cds,SO:0001217;UniRef:UniRef50_A0A380A713
MDRKP122,,N-acetyltransferase domain-containing protein,contig_1,5460133,Chromosome,2558735,2559253,-,cds,SO:0001217;UniRef:UniRef50_D1CZ33
MDRKP122,moxC,Putative monooxygenase moxC,contig_1,5460133,Chromosome,2574136,2575449,+,cds,SO:0001217;UniRef:UniRef50_M7NZQ6
MDRKP122,,N-acetyltransferase domain-containing protein,contig_1,5460133,Chromosome,2576411,2576920,+,cds,SO:0001217;UniRef:UniRef50_A0A0H3L428
MDRKP122,rhaS,HTH-type transcriptional activator RhaS,contig_1,5460133,Chromosome,2586384,2587208,+,cds,SO:0001217;UniRef:UniRef50_A0A085DQE9
MDRKP122,,N-hydroxyarylamine O-acetyltransferase,contig_1,5460133,Chromosome,2591515,2592360,+,cds,SO:0001217;UniRef:UniRef50_A8AGL9
MDRKP122,narW,putative nitrate reductase molybdenum cofactor assembly chaperone NarW,contig_1,5460133,Chromosome,2593708,2594403,-,cds,SO:0001217;UniRef:UniRef50_P19317
MDRKP122,kmrA,efflux MFS transporter KmrA,contig_1,5460133,Chromosome,2602055,2603554,+,cds,BlastRules:WP_004175980;SO:0001217;UniRef:UniRef50_W9BGM8
MDRKP122,blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,contig_1,5460133,Chromosome,2616549,2617409,-,cds,NCBIProtein:WP_002904004.1;SO:0001217;UniRef:UniRef50_P05192
MDRKP122,,N-acetyltransferase domain-containing protein,contig_1,5460133,Chromosome,2625116,2625556,+,cds,SO:0001217;UniRef:UniRef50_A0A085G0J9
MDRKP122,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,contig_1,5460133,Chromosome,2627505,2628608,+,cds,SO:0001217;UniRef:UniRef50_A0A3L9S9F7
MDRKP122,,putative amino-acid metabolite efflux pump,contig_1,5460133,Chromosome,2636305,2637204,+,cds,SO:0001217;UniRef:UniRef50_A0A2X4V754
MDRKP122,marB,Multiple antibiotic resistance protein MarB,contig_1,5460133,Chromosome,2637253,2637471,-,cds,SO:0001217;UniRef:UniRef50_P31121
MDRKP122,marA,Multiple antibiotic resistance protein MarA,contig_1,5460133,Chromosome,2637512,2637886,-,cds,SO:0001217;UniRef:UniRef50_P0A2S6
MDRKP122,marR,Multiple antibiotic resistance protein MarR,contig_1,5460133,Chromosome,2637907,2638341,-,cds,SO:0001217;UniRef:UniRef50_P27245
MDRKP122,marC,UPF0056 inner membrane protein MarC,contig_1,5460133,Chromosome,2638603,2639271,+,cds,SO:0001217;UniRef:UniRef50_Q7ADY8
MDRKP122,,Sugar efflux transporter,contig_1,5460133,Chromosome,2639340,2640539,-,cds,SO:0001217;UniRef:UniRef50_P31122
MDRKP122,,GNAT family N-acetyltransferase,contig_1,5460133,Chromosome,2651699,2652181,+,cds,SO:0001217;UniRef:UniRef50_C9E600
MDRKP122,,Acetyltransferase,contig_1,5460133,Chromosome,2657495,2658025,+,cds,SO:0001217;UniRef:UniRef50_A0A1Y4YBH9
MDRKP122,,GCN5-related N-acetyltransferase,contig_1,5460133,Chromosome,2659844,2660290,+,cds,SO:0001217;UniRef:UniRef50_C6C506
MDRKP122,,Trans-aconitate 2-methyltransferase,contig_1,5460133,Chromosome,2663176,2663937,-,cds,SO:0001217;UniRef:UniRef50_A0A2L0WIA0
MDRKP122,nepI,Purine ribonucleoside efflux pump NepI,contig_1,5460133,Chromosome,2675969,2677207,+,cds,SO:0001217;UniRef:UniRef50_A0A1U9YWB0
MDRKP122,,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, IIA component",contig_1,5460133,Chromosome,2698466,2698909,-,cds,SO:0001217;UniRef:UniRef50_A0A0T9LYC4
MDRKP122,tolA,Cell envelope integrity protein TolA,contig_1,5460133,Chromosome,2759310,2759738,+,cds,SO:0001217;UniRef:UniRef50_A0A564HLH5
MDRKP122,,Acetyltransferase,contig_1,5460133,Chromosome,2773990,2774526,-,cds,SO:0001217;UniRef:UniRef50_A0A486RGY4
MDRKP122,tetR,TetR family transcriptional regulator,contig_1,5460133,Chromosome,2775166,2775744,+,cds,SO:0001217;UniRef:UniRef50_A0A098CB70
MDRKP122,,N-acetyltransferase domain-containing protein,contig_1,5460133,Chromosome,2795400,2795822,+,cds,SO:0001217;UniRef:UniRef50_A0A348DD88
MDRKP122,,DHA2 family efflux MFS transporter permease subunit,contig_1,5460133,Chromosome,2798880,2800442,+,cds,SO:0001217;UniRef:UniRef50_A0A2D1J5S7
MDRKP122,,N-acetyltransferase domain-containing protein,contig_1,5460133,Chromosome,2802644,2803543,+,cds,SO:0001217;UniRef:UniRef50_A0A837K5Z4
MDRKP122,mgtC,Protein MgtC,contig_1,5460133,Chromosome,2851395,2852075,-,cds,SO:0001217;UniRef:UniRef50_D0ZLQ7
MDRKP122,hdfR,HTH-type transcriptional regulator HdfR,contig_1,5460133,Chromosome,2862541,2863422,-,cds,SO:0001217;UniRef:UniRef50_A0A7U7EKL7
MDRKP122,,"Formate dehydrogenase similar to ydeP, related to acid resistance with formate dehydrogenase/DMSO reductase",contig_1,5460133,Chromosome,2863572,2865872,-,cds,SO:0001217;UniRef:UniRef50_B3RBP8
MDRKP122,,Spermidine N(1)-acetyltransferase,contig_1,5460133,Chromosome,2893151,2893711,+,cds,SO:0001217;UniRef:UniRef50_P0DKR8
MDRKP122,kpnF,multidrug efflux SMR transporter subunit KpnF,contig_1,5460133,Chromosome,2910505,2910834,-,cds,BlastRules:WP_002903683;SO:0001217;UniRef:UniRef50_A0A094XF53
MDRKP122,kpnE,multidrug efflux SMR transporter subunit KpnE,contig_1,5460133,Chromosome,2910821,2911183,-,cds,BlastRules:WP_004179723;SO:0001217;UniRef:UniRef50_A0A377WHQ6
MDRKP122,,Methylated-DNA--protein-cysteine methyltransferase,contig_1,5460133,Chromosome,2949988,2950503,+,cds,SO:0001217;UniRef:UniRef50_P0AFH0
MDRKP122,marR,MarR family transcriptional regulator,contig_1,5460133,Chromosome,2996889,2997320,+,cds,SO:0001217;UniRef:UniRef50_A0A0W8ATJ6
MDRKP122,,Efflux transporter outer membrane subunit,contig_1,5460133,Chromosome,3000083,3001462,+,cds,SO:0001217;UniRef:UniRef50_A8AGG4
MDRKP122,,O-methyltransferase family protein,contig_1,5460133,Chromosome,3001478,3002137,+,cds,SO:0001217;UniRef:UniRef50_Q3JLT0
MDRKP122,paaC,Phenylacetate-CoA oxygenase subunit PaaC,contig_1,5460133,Chromosome,3016525,3017280,-,cds,SO:0001217;UniRef:UniRef50_A0A8I1AKY4
MDRKP122,impA,ImpA N-terminal domain-containing protein,contig_1,5460133,Chromosome,3070471,3071604,-,cds,SO:0001217;UniRef:UniRef50_A0A8S0FNR6
MDRKP122,tetR,TetR family transcriptional regulator,contig_1,5460133,Chromosome,3134559,3134771,+,cds,SO:0001217;UniRef:UniRef50_A0A263VJT3
MDRKP122,msrB,Peptide methionine sulfoxide reductase MsrB,contig_1,5460133,Chromosome,3284687,3285100,-,cds,SO:0001217;UniRef:UniRef50_A0A1E3GSI8
MDRKP122,nimR,HTH-type transcriptional regulator NimR,contig_1,5460133,Chromosome,3305613,3306404,-,cds,SO:0001217;UniRef:UniRef50_P76241
MDRKP122,,Putative leucine efflux protein,contig_1,5460133,Chromosome,3311885,3312523,-,cds,SO:0001217;UniRef:UniRef50_Q321T8
MDRKP122,perC,PerC family transcriptional regulator,contig_1,5460133,Chromosome,3382732,3383172,-,cds,SO:0001217;UniRef:UniRef50_B5XSL7
MDRKP122,phoQ,Virulence sensor protein PhoQ,contig_1,5460133,Chromosome,3399526,3400992,+,cds,SO:0001217;UniRef:UniRef50_Q83RR1
MDRKP122,iutA,ferric aerobactin receptor IutA,contig_1,5460133,Chromosome,3423045,3425234,+,cds,SO:0001217;UniRef:UniRef50_A0A378GKS9;VFDB:VFC0272;VFDB:VFG048620
MDRKP122,,[Ribosomal protein uS5]-alanine N-acetyltransferase,contig_1,5460133,Chromosome,3455506,3456129,-,cds,SO:0001217;UniRef:UniRef50_P0A949
MDRKP122,mdtH,Multidrug resistance protein MdtH,contig_1,5460133,Chromosome,3456320,3457528,+,cds,SO:0001217;UniRef:UniRef50_Q7AFA1
MDRKP122,mdtG,Multidrug resistance protein MdtG,contig_1,5460133,Chromosome,3464032,3465258,+,cds,SO:0001217;UniRef:UniRef50_D8MQN9
MDRKP122,tetR,TetR family transcriptional regulator,contig_1,5460133,Chromosome,3471552,3472145,-,cds,SO:0001217;UniRef:UniRef50_W9B6F6
MDRKP122,efeO,Iron uptake system component EfeO,contig_1,5460133,Chromosome,3483410,3484537,-,cds,SO:0001217;UniRef:UniRef50_A0A240C440
MDRKP122,,Ribosomal RNA large subunit methyltransferase I,contig_1,5460133,Chromosome,3529064,3530266,+,cds,SO:0001217;UniRef:UniRef50_A0A0M3EYY6
MDRKP122,sulA,Cell division inhibitor SulA,contig_1,5460133,Chromosome,3537448,3537957,+,cds,SO:0001217;UniRef:UniRef50_A4W8X0
MDRKP122,,tRNA 5-carboxymethoxyuridine methyltransferase,contig_1,5460133,Chromosome,3582792,3583592,-,cds,SO:0001217;UniRef:UniRef50_P36566
MDRKP122,,Metallo-beta-lactamase domain-containing protein,contig_1,5460133,Chromosome,3590536,3592800,-,cds,SO:0001217;UniRef:UniRef50_Q31YT7
MDRKP122,,Formate acetyltransferase 1,contig_1,5460133,Chromosome,3602606,3604888,+,cds,SO:0001217;UniRef:UniRef50_P09373
MDRKP122,macB,Macrolide export ATP-binding/permease protein MacB,contig_1,5460133,Chromosome,3629684,3631624,-,cds,SO:0001217;UniRef:UniRef50_P75831
MDRKP122,macA,Macrolide export protein MacA,contig_1,5460133,Chromosome,3631621,3632736,-,cds,SO:0001217;UniRef:UniRef50_P75830
MDRKP122,catD,Oxidoreductase CatD,contig_1,5460133,Chromosome,3639658,3640092,-,cds,SO:0001217;UniRef:UniRef50_A0A6N3GNC0
MDRKP122,rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,contig_1,5460133,Chromosome,3655267,3656394,-,cds,SO:0001217;UniRef:UniRef50_Q8ZQJ5
